datetime,filename,node,log
"""2017-04-18 12:56:38.634000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 12:56:38.634 2017: [E] Killing connection from 10.137.239.120 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 12:56:46.150000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 12:56:46.150 2017: [E] Killing connection from 10.137.239.120 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:08:07.469000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:08:07.469 2017: [E] Node 10.137.239.120 (NVMBD1S12BKPMED30.prd.rjil.ril.com) is being expelled because of an expired lease. Pings sent: 15. Replies received: 0.
"
"""2017-04-18 13:12:16.135000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:12:16.135 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:12:21.676000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:12:21.676 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:15:00.648000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:15:00.648 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:15:06.217000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:15:06.217 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:18:00.970000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:18:00.970 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:18:07.103000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:18:07.103 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:20:36.459000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:20:36.459 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:20:42.520000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:20:42.520 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:23:18.534000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:23:18.534 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:23:24.613000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:23:24.613 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:28:45.887000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:28:45.887 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:28:51.942000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:28:51.942 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:34:17.730000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:34:17.730 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:34:23.427000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:34:23.427 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:39:17.466000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:39:17.466 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:39:23.561000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:39:23.561 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:42:10.314000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:42:10.314 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
